season,week,celebrity_name,judge_total,fan_votes,adjusted_judge_score,adjusted_fan_votes,judge_weight,fan_weight,combined_rank,combined_percent,voting_method,is_eliminated_new_system,age,pro_dancer,industry,region
6,7,Cristian de la Fuente,23.0,1600397.6143141154,22.956313697226914,1597323.5383242217,0.5127603701576682,0.4872396298423319,5.512760370157668,15.4360669726573,percent,False,34.0,Cheryl Burke,Actor/Actress,Chile
6,7,Shannon Elizabeth,25.5,1023856.8588469188,25.340932363497473,1017448.2632227938,0.5127603701576682,0.4872396298423319,5.487239629842332,13.398005876926714,percent,True,34.0,Derek Hough,Actor/Actress,United States
6,7,Marissa Jaret Winokur,26.0,1809145.129224652,26.03301697273982,1811420.7621198907,0.5127603701576682,0.4872396298423319,3.0,17.504958117091306,percent,False,35.0,Tony Dovolani,Actor/Actress,United States
6,7,Jason Taylor,27.5,1913518.8866799204,27.474156030328544,1911661.5318817312,0.5127603701576682,0.4872396298423319,1.0,18.473823590748957,percent,False,33.0,Edyta Sliwinska,Athlete,United States
6,7,Kristi Yamaguchi,27.0,1878727.6341948311,26.907352954117396,1872276.1841537363,0.5127603701576682,0.4872396298423319,2.0,18.092959892823394,percent,False,36.0,Mark Ballas,Athlete,United States
6,7,Mario,25.5,1774353.8767395632,25.423824898485105,1768797.9762106533,0.5127603701576682,0.4872396298423319,4.0,17.094185549752346,percent,False,21.0,Karina Smirnoff,Singer/Rapper,United States
6,8,Cristian de la Fuente,28.5,2331152.138350082,28.44586697265074,2326674.4143437496,0.5150365554892887,0.4849634445107112,1.0,22.293573467290866,percent,False,34.0,Cheryl Burke,Actor/Actress,Chile
6,8,Marissa Jaret Winokur,25.0,2044870.2967983177,25.031747089172903,2047442.4365557758,0.5150365554892887,0.4849634445107112,4.515036555489289,19.61795586065338,percent,False,35.0,Tony Dovolani,Actor/Actress,United States
6,8,Jason Taylor,26.0,2126665.10867025,25.975565701401532,2124600.8637489034,0.5150365554892887,0.4849634445107112,3.5150365554892886,20.357453385743394,percent,False,33.0,Edyta Sliwinska,Athlete,United States
6,8,Kristi Yamaguchi,27.5,2249357.3264781493,27.40563726808253,2241633.1539306133,0.5150365554892887,0.4849634445107112,2.0,21.478530919497302,percent,False,36.0,Mark Ballas,Athlete,United States
6,8,Mario,26.5,1247955.1297032016,26.420837639602166,1244047.5018866386,0.5150365554892887,0.4849634445107112,3.9699268890214223,16.252486366815056,percent,True,21.0,Karina Smirnoff,Singer/Rapper,United States
6,9,Cristian de la Fuente,28.0,2883895.1310512186,27.946816674884936,2878355.687165247,0.5479533363971305,0.45204666360286955,2.0,26.97881685268037,percent,False,34.0,Cheryl Burke,Actor/Actress,Chile
6,9,Marissa Jaret Winokur,26.0,440074.9063881856,26.03301697273982,440628.4545348593,0.5479533363971305,0.45204666360286955,4.0,14.981129262452004,percent,True,35.0,Tony Dovolani,Actor/Actress,United States
6,9,Jason Taylor,27.5,2715355.8051978154,27.474156030328544,2712720.1483622957,0.5479533363971305,0.45204666360286955,3.0,25.992715427868397,percent,False,33.0,Edyta Sliwinska,Athlete,United States
6,9,Kristi Yamaguchi,28.5,3960674.15736278,28.402205896012806,3947073.414503514,0.5479533363971305,0.45204666360286955,1.0,32.04733845699923,percent,False,36.0,Mark Ballas,Athlete,United States
6,10,Cristian de la Fuente,26.0,651788.8770259743,25.950615483821725,650536.9078156827,0.55,0.45,3.0,19.861498864359582,percent,True,34.0,Cheryl Burke,Actor/Actress,Chile
6,10,Jason Taylor,28.5,3482111.229226688,28.473216249613216,3478731.3221641276,0.55,0.45,2.0,34.265401012730926,percent,False,33.0,Edyta Sliwinska,Athlete,United States
6,10,Kristi Yamaguchi,30.0,5866099.893747336,29.897058837908215,5845956.020994433,0.55,0.45,1.0,45.87310012290949,percent,False,36.0,Mark Ballas,Athlete,United States
7,1,Ted McGinley,18.5,216487.40977612408,18.804197633208414,220075.57314224174,0.5042744011999786,0.4957255988000214,10.478627994000107,3.9079087422253727,percent,False,50.0,Inna Brayer,Actor/Actress,United States
7,1,Cloris Leachman,16.0,488829.85146721423,16.17659216290699,494436.8615938574,0.5042744011999786,0.4957255988000214,11.504274401199979,4.876211107606807,percent,False,82.0,Corky Ballas,Actor/Actress,United States
7,1,Susan Lucci,18.5,565209.5157589662,18.592634442084627,568171.6951326046,0.5042744011999786,0.4957255988000214,8.504274401199979,5.603940905826676,percent,False,61.0,Tony Dovolani,Actor/Actress,United States
7,1,Cody Linley,20.5,626313.2471923683,20.346987171830477,621530.979977919,0.5042744011999786,0.4957255988000214,6.0,6.131463858904719,percent,False,18.0,Julianne Hough,Actor/Actress,United States
7,1,Misty May-Treanor,21.0,641589.1800507184,20.95358087650456,640139.1172844665,0.5042744011999786,0.4957255988000214,5.0,6.314648833803508,percent,False,31.0,Maksim Chmerkoskiy,Athlete,United States
7,1,Maurice Greene,19.5,595761.3814756672,19.462961612866295,594617.0310079334,0.5042744011999786,0.4957255988000214,7.0,5.865513896716323,percent,False,34.0,Cheryl Burke,Athlete,United States
7,1,Warren Sapp,49.0,1497041.4201183429,48.88470358865048,1493500.9498234852,0.5042744011999786,0.4957255988000214,2.0,14.732355517247521,percent,False,35.0,Kym Johnson,Athlete,United States
7,1,Jeffrey Ross,12.0,419365.7480550557,12.005938970144973,419599.89393906825,0.5042744011999786,0.4957255988000214,12.504274401199979,3.8802883083162882,percent,True,43.0,Edyta Sliwinska,Comedian,United States
7,1,Toni Braxton,22.5,687416.9786257698,22.580820728981724,689910.4388920998,0.5042744011999786,0.4957255988000214,4.0,6.805330637197004,percent,False,40.0,Alec Mazo,Singer/Rapper,United States
7,1,Lance Bass,49.0,1497041.4201183429,48.880507724225296,1493288.1317060515,0.5042744011999786,0.4957255988000214,3.0,14.730670975826248,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,1,Kim Kardashian,18.5,565209.5157589662,18.41270178206339,562493.1146499444,0.5042744011999786,0.4957255988000214,9.504274401199979,5.548814515052998,percent,False,27.0,Mark Ballas,TV Personality,United States
7,1,Rocco DiSpirito,17.5,534657.6500422654,17.49792088512866,534617.9466861654,0.5042744011999786,0.4957255988000214,10.504274401199979,5.273488639706818,percent,False,41.0,Karina Smirnoff,TV Personality,United States
7,1,Brooke Burke,54.5,1665076.6815601976,54.18336142807051,1655414.1208280346,0.5042744011999786,0.4957255988000214,1.0,16.32936406156972,percent,False,37.0,Derek Hough,TV Personality,United States
7,2,Cloris Leachman,15.0,726136.3636363635,15.165555152725304,734465.3434071622,0.5112308632725101,0.48876913672748984,10.511230863272509,7.104457721107462,percent,False,82.0,Corky Ballas,Actor/Actress,United States
7,2,Susan Lucci,21.0,1016590.9090909092,21.105152609933903,1021918.7115046631,0.5112308632725101,0.48876913672748984,4.0,9.885942101232263,percent,False,61.0,Tony Dovolani,Actor/Actress,United States
7,2,Cody Linley,21.0,1016590.9090909092,20.843255151631226,1008828.6441270973,0.5112308632725101,0.48876913672748984,5.51123086327251,9.76126546269432,percent,False,18.0,Julianne Hough,Actor/Actress,United States
7,2,Misty May-Treanor,21.0,318181.8181818183,20.95358087650456,317462.6919530884,0.5112308632725101,0.48876913672748984,7.932614820364939,6.404759070471697,percent,True,31.0,Maksim Chmerkoskiy,Athlete,United States
7,2,Maurice Greene,19.0,919772.727272727,18.963911315100493,918006.0092822856,0.5112308632725101,0.48876913672748984,7.51123086327251,8.881815274895512,percent,False,34.0,Cheryl Burke,Athlete,United States
7,2,Warren Sapp,24.0,1161818.181818182,23.943528288318603,1159070.5071677188,0.5112308632725101,0.48876913672748984,1.0,11.214090098998762,percent,False,35.0,Kym Johnson,Athlete,United States
7,2,Toni Braxton,23.0,1113409.0909090906,23.08261674518132,1117447.7478155615,0.5112308632725101,0.48876913672748984,3.0,10.811134919634174,percent,False,40.0,Alec Mazo,Singer/Rapper,United States
7,2,Lance Bass,20.0,968181.818181818,19.95122764254094,965754.4534139909,0.5112308632725101,0.48876913672748984,6.51123086327251,9.344005239211747,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,2,Kim Kardashian,17.0,822954.5454545453,16.919780015950142,818999.4198283508,0.5112308632725101,0.48876913672748984,8.511230863272509,7.924174100345118,percent,False,27.0,Mark Ballas,TV Personality,United States
7,2,Rocco DiSpirito,16.0,774545.4545454546,15.998099094974778,774487.9372650136,0.5112308632725101,0.48876913672748984,9.511230863272509,7.493016654010745,percent,False,41.0,Karina Smirnoff,TV Personality,United States
7,2,Brooke Burke,24.0,1161818.181818182,23.86056283070995,1155076.0666556358,0.5112308632725101,0.48876913672748984,2.0,11.1753393573982,percent,False,37.0,Derek Hough,TV Personality,United States
7,4,Cloris Leachman,22.0,760539.5908740306,22.24281422399711,769263.1849322584,0.5338656189590093,0.46613438104099075,5.932268762081982,9.439981849845173,percent,False,82.0,Corky Ballas,Actor/Actress,United States
7,4,Susan Lucci,24.0,1180068.9325036518,24.120174411353034,1186253.4990296415,0.5338656189590093,0.46613438104099075,3.466134381040991,11.879452587710897,percent,False,61.0,Tony Dovolani,Actor/Actress,United States
7,4,Cody Linley,23.0,1066170.5957012814,22.828327070834195,1058029.760891083,0.5338656189590093,0.46613438104099075,4.466134381040991,10.941365190984264,percent,False,18.0,Julianne Hough,Actor/Actress,United States
7,4,Maurice Greene,20.0,658738.6724750374,19.9620119106321,657473.3539575902,0.5338656189590093,0.46613438104099075,8.0,8.318444971721256,percent,False,34.0,Cheryl Burke,Athlete,United States
7,4,Warren Sapp,22.0,1319303.372204718,21.948234264292054,1316183.2485151363,0.5338656189590093,0.46613438104099075,5.135462475836038,11.914404024853894,percent,False,35.0,Kym Johnson,Athlete,United States
7,4,Toni Braxton,22.0,985140.7181735948,22.07902471278213,988714.108581292,0.5338656189590093,0.46613438104099075,6.0,10.420848673073081,percent,False,40.0,Alec Mazo,Singer/Rapper,United States
7,4,Lance Bass,26.0,1785852.867416303,25.93659593530322,1781375.4890463704,0.5338656189590093,0.46613438104099075,1.4661343810409908,15.134049545904077,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,4,Rocco DiSpirito,18.0,288512.0176405556,17.997861481846623,288490.5929113394,0.5338656189590093,0.46613438104099075,9.0,6.080146695097383,percent,True,41.0,Karina Smirnoff,TV Personality,United States
7,4,Brooke Burke,26.0,1955673.2330108287,25.848943066602445,1944324.3194169358,0.5338656189590093,0.46613438104099075,1.5338656189590094,15.87130646080998,percent,False,37.0,Derek Hough,TV Personality,United States
7,5,Cloris Leachman,21.0,630899.1855721831,21.231777213815427,638135.769245984,0.5405480803082617,0.45945191969173826,7.0,8.827924499691601,percent,False,82.0,Corky Ballas,Actor/Actress,United States
7,5,Susan Lucci,22.0,683810.6385174543,22.110159877073613,687394.3888125478,0.5405480803082617,0.45945191969173826,5.4594519196917375,9.298415498339876,percent,False,61.0,Tony Dovolani,Actor/Actress,United States
7,5,Cody Linley,28.0,1723019.3086096814,27.79100686884163,1709863.0504810773,0.5405480803082617,0.45945191969173826,2.0,15.582932944240413,percent,False,18.0,Julianne Hough,Actor/Actress,United States
7,5,Maurice Greene,27.0,1508075.293747754,26.948716079353332,1505178.5523317473,0.5405480803082617,0.45945191969173826,3.4594519196917384,14.40666454093666,percent,False,34.0,Cheryl Burke,Athlete,United States
7,5,Warren Sapp,25.0,1654319.0022192306,24.941175300331878,1650406.5738743204,0.5405480803082617,0.45945191969173826,3.5405480803082616,14.518653146681727,percent,False,35.0,Kym Johnson,Athlete,United States
7,5,Toni Braxton,22.0,569617.1342901307,22.07902471278213,571683.3004389687,0.5405480803082617,0.45945191969173826,6.918903839383477,8.756891133642785,percent,True,40.0,Alec Mazo,Singer/Rapper,United States
7,5,Lance Bass,21.0,709518.1379053202,20.948789024667985,707739.2785033537,0.5405480803082617,0.45945191969173826,6.621644240924786,9.069979060052686,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,5,Brooke Burke,29.0,2520741.299138246,28.83151342044119,2506113.254578657,0.5405480803082617,0.45945191969173826,1.0,19.538539176414258,percent,False,37.0,Derek Hough,TV Personality,United States
7,6,Cloris Leachman,15.0,251668.25516039037,15.165555152725304,254554.95786687103,0.5267336138096764,0.47326638619032363,7.0,6.206806083773339,percent,True,82.0,Corky Ballas,Actor/Actress,United States
7,6,Susan Lucci,23.0,1264794.3097112116,23.11516714421332,1271422.909392678,0.5267336138096764,0.47326638619032363,4.473266386190324,13.651744711427447,percent,False,61.0,Tony Dovolani,Actor/Actress,United States
7,6,Cody Linley,23.0,1338710.8603642303,22.828327070834195,1328489.0215545835,0.5267336138096764,0.47326638619032363,4.526733613809677,13.827939570200996,percent,False,18.0,Julianne Hough,Actor/Actress,United States
7,6,Maurice Greene,21.0,1086749.2850362393,20.960112506163703,1084661.8351086187,0.5267336138096764,0.47326638619032363,6.0,12.055287339525307,percent,False,34.0,Cheryl Burke,Athlete,United States
7,6,Warren Sapp,25.0,1881058.883993247,24.941175300331878,1876610.2207751449,0.5267336138096764,0.47326638619032363,3.0,17.124938076150713,percent,False,35.0,Kym Johnson,Athlete,United States
7,6,Lance Bass,27.0,2016865.879521879,26.934157317430266,2011809.3198081492,0.5267336138096764,0.47326638619032363,1.4732663861903237,18.42333775368543,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,6,Brooke Burke,26.0,2160152.5262128017,25.848943066602445,2147617.004451901,0.5267336138096764,0.47326638619032363,1.5267336138096765,18.709946465236776,percent,False,37.0,Derek Hough,TV Personality,United States
7,7,Susan Lucci,24.0,1049707.4059574695,24.120174411353034,1055208.7670272796,0.5385870948384642,0.4614129051615358,4.922825810323072,13.74523855251814,percent,False,61.0,Tony Dovolani,Actor/Actress,United States
7,7,Cody Linley,22.0,1195761.8277261795,21.83579111123271,1186631.488218498,0.5385870948384642,0.4614129051615358,4.538587094838465,13.514570333972365,percent,True,18.0,Julianne Hough,Actor/Actress,United States
7,7,Maurice Greene,25.0,1161468.4808054282,24.952514888290125,1159237.508740781,0.5385870948384642,0.4614129051615358,3.3842387154846074,14.532598170663334,percent,False,34.0,Cheryl Burke,Athlete,United States
7,7,Warren Sapp,21.0,1267378.845840956,20.95058725227878,1264381.5225232912,0.5385870948384642,0.4614129051615358,4.615761284515393,13.54936964602681,percent,False,35.0,Kym Johnson,Athlete,United States
7,7,Lance Bass,25.0,1874858.879964793,24.93903455317617,1870158.3512991953,0.5385870948384642,0.4614129051615358,2.5385870948384643,17.818980356849362,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,7,Brooke Burke,30.0,3450824.5597051736,29.825703538387437,3430799.174536157,0.5385870948384642,0.4614129051615358,1.0,26.83924293996999,percent,False,37.0,Derek Hough,TV Personality,United States
7,8,Cody Linley,24.0,514759.1920950682,23.820863030435685,510828.7052041586,0.55,0.45,4.55,12.624890582350512,percent,False,18.0,Julianne Hough,Actor/Actress,United States
7,8,Maurice Greene,24.0,449508.0269227291,23.954414292758518,448644.6028458194,0.55,0.45,4.45,12.40177014228888,percent,True,34.0,Cheryl Burke,Athlete,United States
7,8,Warren Sapp,27.0,3148109.787673537,26.936469324358427,3140664.5767138246,0.55,0.45,2.0,25.85645163140987,percent,False,35.0,Kym Johnson,Athlete,United States
7,8,Lance Bass,25.0,1842050.7509129771,24.93903455317617,1837432.4767320878,0.55,0.45,3.0,19.10306520160629,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,8,Brooke Burke,27.5,4045572.242395687,27.340228243521818,4022095.493293734,0.55,0.45,1.0,30.013822442344456,percent,False,37.0,Derek Hough,TV Personality,United States
7,9,Cody Linley,23.0,555825.0464416042,22.828327070834195,551580.9977830724,0.544564403463051,0.455435596536949,4.0,14.945717819431318,percent,True,18.0,Julianne Hough,Actor/Actress,United States
7,9,Warren Sapp,24.5,2260894.170935611,24.44235179432524,2255547.205551459,0.544564403463051,0.455435596536949,2.455435596536949,23.61376387029943,percent,False,35.0,Kym Johnson,Athlete,United States
7,9,Lance Bass,28.5,4202037.351421999,28.430499390620835,4191502.2667629113,0.544564403463051,0.455435596536949,1.0,34.63444150811948,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,9,Brooke Burke,24.5,2981243.431200787,24.357657889683075,2963943.0593738584,0.544564403463051,0.455435596536949,2.544564403463051,26.806076802149775,percent,False,37.0,Derek Hough,TV Personality,United States
7,10,Warren Sapp,27.5,900000.000002745,27.435292830365064,897871.5196397036,0.55,0.45,2.45,21.877796188548537,percent,True,35.0,Kym Johnson,Athlete,United States
7,10,Lance Bass,27.5,999999.999977764,27.43293800849379,997492.8626589373,0.55,0.45,2.5500000000000003,22.32689005787792,percent,False,29.0,Lacey Schwimmer,Singer/Rapper,United States
7,10,Brooke Burke,30.0,8100000.000019491,29.825703538387437,8052995.1126185255,0.55,0.45,1.0,55.79531375357356,percent,False,37.0,Derek Hough,TV Personality,United States
8,1,Gilles Marini,83.0,1578119.285281155,82.83045460756938,1574846.9767128185,0.5151302254006549,0.4848697745993451,1.484869774599345,17.36185587923304,percent,False,33.0,Cheryl Burke,Actor/Actress,France
8,1,Denise Richards,18.0,470451.29051347147,17.978271530920303,469891.040584604,0.5151302254006549,0.4848697745993451,8.484869774599346,4.390244699376243,percent,False,38.0,Maksim Chmerkoskiy,Actor/Actress,United States
8,1,David Alan Grier,19.0,451386.24445786246,19.001555035988535,451490.0043615875,0.5151302254006549,0.4848697745993451,8.454609323798035,4.4209144621516225,percent,False,52.0,Kym Johnson,Actor/Actress,United States
8,1,Lawrence Taylor,16.0,518400.8407908798,16.02398720967359,519245.1192111421,0.5151302254006549,0.4848697745993451,8.605911577804584,4.400676692978327,percent,False,50.0,Edyta Sliwinska,Athlete,United States
8,1,Ty Murray,38.0,5808.182463495456,38.0824516046807,5820.934567103467,0.5151302254006549,0.4848697745993451,8.363827971394105,4.494861329386236,percent,False,39.0,Chelsie Hightower,Athlete,United States
8,1,Shawn Johnson,81.0,1215370.359947055,80.5019048231856,1207676.4340959853,0.5151302254006549,0.4848697745993451,2.4848697745993453,15.30590135525193,percent,False,17.0,Mark Ballas,Athlete,United States
8,1,Steve Wozniak,13.0,583990.0667678232,13.03015191279042,585464.151736688,0.5151302254006549,0.4848697745993451,8.636172028605895,4.371072303344941,percent,True,58.0,Karina Smirnoff,Entrepreneur,United States
8,1,Belinda Carlisle,17.0,495415.2155817407,17.05696197709936,497139.44088712,0.5151302254006549,0.4848697745993451,8.060520901602619,4.414494745217037,percent,False,50.0,Jonathan Roberts,Singer/Rapper,United States
8,1,Chuck Wicks,20.0,427820.9799763908,19.882144050145946,425270.7050253003,0.5151302254006549,0.4848697745993451,8.424348872996726,4.396885338938814,percent,False,29.0,Julianne Hough,Singer/Rapper,United States
8,1,Lil' Kim,21.0,402171.8188271318,20.86900312288027,399654.51717894577,0.5151302254006549,0.4848697745993451,8.394088422195416,4.388248856159404,percent,False,34.0,Derek Hough,Singer/Rapper,United States
8,1,Steve-O,17.0,495976.2163174041,16.97072710586873,495111.5539780279,0.5151302254006549,0.4848697745993451,9.060520901602619,4.3945337989736295,percent,False,34.0,Lacey Schwimmer,TV Personality,England
8,1,Holly Madison,18.0,474419.0367498437,17.97712985016043,473788.19035415124,0.5151302254006549,0.4848697745993451,8.515130225400654,4.409033915489666,percent,False,30.0,Dmitry Chaplin,TV Personality,United States
8,1,Melissa Rycroft,79.0,2880670.462325747,78.99811773562267,2880322.2420988074,0.5151302254006549,0.4848697745993451,2.03026045080131,23.25127662349911,percent,False,26.0,Tony Dovolani,TV Personality,United States
8,2,Gilles Marini,27.0,1063687.324820928,26.94484667957076,1061481.716423954,0.5083813255465237,0.49161867445347635,1.0,10.402923454463622,percent,False,33.0,Cheryl Burke,Actor/Actress,France
8,2,Denise Richards,21.0,827312.3637496106,20.97465011940702,826327.1359432718,0.5083813255465237,0.49161867445347635,5.0,8.098129273904387,percent,False,38.0,Maksim Chmerkoskiy,Actor/Actress,United States
8,2,David Alan Grier,17.0,669729.0563687325,17.001391347989742,669883.0066125955,0.5083813255465237,0.49161867445347635,11.508381325546523,6.564523211657181,percent,False,52.0,Kym Johnson,Actor/Actress,United States
8,2,Lawrence Taylor,20.0,787916.5369043911,20.029984012091987,789199.7542079381,0.5083813255465237,0.49161867445347635,7.0,7.733840793045401,percent,False,50.0,Edyta Sliwinska,Athlete,United States
8,2,Ty Murray,20.0,787916.5369043911,20.043395581410895,789646.4400842962,0.5083813255465237,0.49161867445347635,6.0,7.738616681393909,percent,False,39.0,Chelsie Hightower,Athlete,United States
8,2,Shawn Johnson,24.0,945499.8442852692,23.85241624390684,939514.3390155456,0.5083813255465237,0.49161867445347635,3.0,9.208290746630183,percent,False,17.0,Mark Ballas,Athlete,United States
8,2,Steve Wozniak,17.0,669729.0563687325,17.03942942441824,671419.5603539615,0.5083813255465237,0.49161867445347635,10.508381325546523,6.579396431460317,percent,False,58.0,Karina Smirnoff,Entrepreneur,United States
8,2,Belinda Carlisle,18.0,269230.7692307692,18.060312681634617,270167.7903207438,0.5083813255465237,0.49161867445347635,10.966474697813906,4.799766951408313,percent,True,50.0,Jonathan Roberts,Singer/Rapper,United States
8,2,Chuck Wicks,20.0,787916.5369043911,19.882144050145946,783219.7036454703,0.5083813255465237,0.49161867445347635,8.0,7.675994521948051,percent,False,29.0,Julianne Hough,Singer/Rapper,United States
8,2,Lil' Kim,23.0,906104.0174400498,22.856527229821246,900432.4685404233,0.5083813255465237,0.49161867445347635,4.0,8.824538283321004,percent,False,34.0,Derek Hough,Singer/Rapper,United States
8,2,Steve-O,14.0,551541.5758330738,13.975892910715427,550580.0433774169,0.5083813255465237,0.49161867445347635,12.508381325546525,5.395867919658915,percent,False,34.0,Lacey Schwimmer,TV Personality,England
8,2,Holly Madison,18.0,709124.8832139523,17.97712985016043,708181.9428131285,0.5083813255465237,0.49161867445347635,9.508381325546525,6.940549531131131,percent,False,30.0,Dmitry Chaplin,TV Personality,United States
8,2,Melissa Rycroft,26.0,1024291.4979757088,25.999380520584676,1024167.679919273,0.5083813255465237,0.49161867445347635,2.0,10.03756219997759,percent,False,26.0,Tony Dovolani,TV Personality,United States
8,3,Gilles Marini,27.0,1328124.1638043644,26.94484667957076,1325370.232513133,0.5149569490884569,0.48504305091154304,2.4850430509115427,11.913686911730716,percent,False,33.0,Cheryl Burke,Actor/Actress,France
8,3,Denise Richards,16.0,425233.98027257866,15.980685805262492,424727.5786280222,0.5149569490884569,0.48504305091154304,10.970086101823085,5.309955998265259,percent,False,38.0,Maksim Chmerkoskiy,Actor/Actress,United States
8,3,David Alan Grier,24.0,775329.1281369734,24.001964255985516,775507.3526103118,0.5149569490884569,0.48504305091154304,5.485043050911543,8.643854773190007,percent,False,52.0,Kym Johnson,Actor/Actress,United States
8,3,Lawrence Taylor,20.0,603128.9660487351,20.029984012091987,604111.2344607485,0.5149569490884569,0.48504305091154304,8.485043050911543,7.004165607535393,percent,False,50.0,Edyta Sliwinska,Athlete,United States
8,3,Ty Murray,23.0,875034.0008430951,23.049904918622527,876955.1740000017,0.5149569490884569,0.48504305091154304,5.5149569490884565,8.943462750874549,percent,False,39.0,Chelsie Hightower,Athlete,United States
8,3,Shawn Johnson,27.0,1355114.909985975,26.8339682743952,1346536.3285257807,0.5149569490884569,0.48504305091154304,2.514956949088457,11.99402278527469,percent,False,17.0,Mark Ballas,Athlete,United States
8,3,Steve Wozniak,10.0,671454.4527135248,10.023193779069555,673149.31187697,0.5149569490884569,0.48504305091154304,10.059827796353828,5.3070911656200135,percent,True,58.0,Karina Smirnoff,Entrepreneur,United States
8,3,Chuck Wicks,23.0,756580.7076325825,22.86446565766784,752070.6697488393,0.5149569490884569,0.48504305091154304,7.0,8.298916053944696,percent,False,29.0,Julianne Hough,Singer/Rapper,United States
8,3,Lil' Kim,25.0,885694.5932802745,24.844051336762224,880150.7924591328,0.5149569490884569,0.48504305091154304,4.0,9.323416853318083,percent,False,34.0,Derek Hough,Singer/Rapper,United States
8,3,Steve-O,15.0,474604.14153896976,14.974170975766528,473776.7383010731,0.5149569490884569,0.48504305091154304,10.514956949088456,5.343869962846452,percent,False,34.0,Lacey Schwimmer,TV Personality,England
8,3,Holly Madison,17.0,468249.0443064302,16.978400414040408,467626.4022979838,0.5149569490884569,0.48504305091154304,9.970086101823085,5.7210788948943065,percent,False,30.0,Dmitry Chaplin,TV Personality,United States
8,3,Melissa Rycroft,27.0,1381451.9114364963,26.999356694453315,1381284.919236452,0.5149569490884569,0.48504305091154304,1.0,12.196478242505831,percent,False,26.0,Tony Dovolani,TV Personality,United States
8,4,Gilles Marini,30.0,1641628.8817431517,29.9387185328564,1638224.8828782625,0.5252935589743988,0.4747064410256012,1.0,14.303952910015974,percent,False,33.0,Cheryl Burke,Actor/Actress,France
8,4,David Alan Grier,22.0,801905.5184938009,22.001800567986724,802089.8520671366,0.5252935589743988,0.4747064410256012,6.474706441025601,8.600311539053383,percent,False,52.0,Kym Johnson,Actor/Actress,United States
8,4,Lawrence Taylor,19.0,627337.4997225968,19.028484811487388,628359.1946574065,0.5252935589743988,0.4747064410256012,8.0,7.127251673006196,percent,False,50.0,Edyta Sliwinska,Athlete,United States
8,4,Ty Murray,25.0,1072376.2563196116,25.054244476763618,1074730.7025191423,0.5252935589743988,0.4747064410256012,4.474706441025601,10.561111413509082,percent,False,39.0,Chelsie Hightower,Athlete,United States
8,4,Shawn Johnson,25.0,1360084.4122268218,24.846266920736294,1351474.371235428,0.5252935589743988,0.4747064410256012,4.0505871179487976,11.83239942057618,percent,False,17.0,Mark Ballas,Athlete,United States
8,4,Steve Wozniak,12.0,182403.2090728946,12.027832534883466,182863.62414511526,0.5252935589743988,0.4747064410256012,11.0,3.48555326139429,percent,True,58.0,Karina Smirnoff,Entrepreneur,United States
8,4,Chuck Wicks,22.0,818829.5277538847,21.87035845516054,813948.4196933141,0.5252935589743988,0.4747064410256012,6.525293558974399,8.628140587291544,percent,False,29.0,Julianne Hough,Singer/Rapper,United States
8,4,Lil' Kim,27.0,1106015.335016785,26.831575443703205,1099092.4873794832,0.5252935589743988,0.4747064410256012,3.4747064410256012,11.063512931553374,percent,False,34.0,Derek Hough,Singer/Rapper,United States
8,4,Steve-O,15.0,368253.9019645781,14.974170975766528,367611.90488915105,0.5252935589743988,0.4747064410256012,10.0,5.005159167482407,percent,False,34.0,Lacey Schwimmer,TV Personality,England
8,4,Holly Madison,16.0,458410.8134594578,15.979670977920383,457801.2535830277,0.5252935589743988,0.4747064410256012,9.0,5.652866711805279,percent,False,30.0,Dmitry Chaplin,TV Personality,United States
8,4,Melissa Rycroft,29.0,1562754.6442264167,28.9993090421906,1562565.7358510992,0.5252935589743988,0.4747064410256012,2.0,13.73974038431229,percent,False,26.0,Tony Dovolani,TV Personality,United States
8,5,Gilles Marini,29.0,1440397.3509933776,28.940761248427854,1437410.615682919,0.5063209864265378,0.49367901357346217,1.0,14.106512018717865,percent,False,33.0,Cheryl Burke,Actor/Actress,France
8,5,David Alan Grier,22.0,662251.6556291393,22.001800567986724,662403.8870470736,0.5063209864265378,0.49367901357346217,7.481037040720386,8.594594657926589,percent,True,52.0,Kym Johnson,Actor/Actress,United States
8,5,Lawrence Taylor,20.0,993377.4834437089,20.029984012091987,994995.3187295593,0.5063209864265378,0.49367901357346217,7.5063209864265374,9.76394580622151,percent,False,50.0,Edyta Sliwinska,Athlete,United States
8,5,Ty Murray,21.0,1043046.3576158944,21.045565360481437,1045336.4088158822,0.5063209864265378,0.49367901357346217,6.5063209864265374,10.258472188930023,percent,False,39.0,Chelsie Hightower,Athlete,United States
8,5,Shawn Johnson,26.0,1291390.7284768212,25.840117597565747,1283215.554194891,0.5063209864265378,0.49367901357346217,2.493679013573462,12.594212504092368,percent,False,17.0,Mark Ballas,Athlete,United States
